Link text,URLs
acommodate,https://www.merriam-webster.com/word-of-the-da/word-games/difficult-spelling-words?q=526&a=2071
accommodate,https://www.merriam-webster.com/word-of-the-da/word-games/difficult-spelling-words?q=526&a=2070
TAKE THE QUIZ,https://www.merriam-webster.com/word-of-the-da/word-games/vocabulary-quiz
TAKE THE QUIZ,https://www.merriam-webster.com/word-of-the-da/word-games/universal-daily-crossword
"
 ",https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz?src=wotdl
Name that Thing: Summery Foods,https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz?src=wotdl
Play Now,https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz?src=wotdl
"
 ",https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz?src=wotdl
August 2021 Words of the Day Quiz,https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz?src=wotdl
Play Now,https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz?src=wotdl
"
 ",https://www.merriam-webster.com/word-of-the-da/word-games/more-insults-quiz?src=wotdl
Test Your Insult Skills,https://www.merriam-webster.com/word-of-the-da/word-games/more-insults-quiz?src=wotdl
Play Now,https://www.merriam-webster.com/word-of-the-da/word-games/more-insults-quiz?src=wotdl
"
 ",https://www.merriam-webster.com/word-of-the-da/word-games/favorite-words-quiz?src=wotdl
People's Favorite Words,https://www.merriam-webster.com/word-of-the-da/word-games/favorite-words-quiz?src=wotdl
Play Now,https://www.merriam-webster.com/word-of-the-da/word-games/favorite-words-quiz?src=wotdl
"
 ",https://www.merriam-webster.com/word-of-the-da/word-games/fiendish-vocab?src=wotdl
Challenging Words You Should Know,https://www.merriam-webster.com/word-of-the-da/word-games/fiendish-vocab?src=wotdl
Play Now,https://www.merriam-webster.com/word-of-the-da/word-games/fiendish-vocab?src=wotdl
"
 ",https://www.merriam-webster.com/word-of-the-da/word-games/july-2021-wod-quiz?src=wotdl
July 2021 Words of the Day Quiz,https://www.merriam-webster.com/word-of-the-da/word-games/july-2021-wod-quiz?src=wotdl
Play Now,https://www.merriam-webster.com/word-of-the-da/word-games/july-2021-wod-quiz?src=wotdl
gasconade,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/gasconade-2021-09-03
doff,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/doff-2021-09-02
regnant,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/regnant-2021-09-01
desultory,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/desultory-2021-08-31
numinous,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/numinous-2021-08-30
lollygag,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/lollygag-2021-08-29
SEE ALL WORDS OF THE DAY,https://www.merriam-webster.com/word-of-the-da/word-of-the-day/calendar
TRENDING NOW,https://www.merriam-webster.com/word-of-the-da/news-trend-watch/see-all
"

                excelsior              

                Cuomo resigns              
",https://www.merriam-webster.com/word-of-the-da/news-trend-watch/cuomo-resigns-excelsior33-20210810
"

                guardian              

                Cleveland finds new team name              
",https://www.merriam-webster.com/word-of-the-da/news-trend-watch/cleveland-baseball-team-were-guardians-20210723
"

                apogee              

                Bezos in space              
",https://www.merriam-webster.com/word-of-the-da/news-trend-watch/bezos-spaceflight-reaches-apogee-20210720
SEE ALL,https://www.merriam-webster.com/word-of-the-da/news-trend-watch/see-all
"
 ",https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-latin-words-to-live-by
“In Vino Veritas” and Other Latin Phrases to Live By,https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-latin-words-to-live-by
Top 10 Latin Phrases,https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-latin-words-to-live-by
"
 ",https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-words-for-unusual-colors
10 Words for Uncommon Colors,https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-words-for-unusual-colors
"Color names taken from paintings, flowers, fleas ...",https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-words-for-unusual-colors
"
 ",https://www.merriam-webster.com/word-of-the-da/words-at-play/word-well-used-recontextualize-jaya-saxena
Word Well Used: 'Recontextualize',https://www.merriam-webster.com/word-of-the-da/words-at-play/word-well-used-recontextualize-jaya-saxena
Vocab + Margaritas ,https://www.merriam-webster.com/word-of-the-da/words-at-play/word-well-used-recontextualize-jaya-saxena
"
 ",https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-words-about-nonsense
A Thoughtful Guide to Words About Nonsense,https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-words-about-nonsense
"Buffoonery, Codswallop & More",https://www.merriam-webster.com/word-of-the-da/words-at-play/top-10-words-about-nonsense
"
 ",https://www.merriam-webster.com/word-of-the-da/video/everyday-vs-every-day-difference
'Everyday' vs. 'Every Day',https://www.merriam-webster.com/word-of-the-da/video/everyday-vs-every-day-difference
A simple trick to keep them separate,https://www.merriam-webster.com/word-of-the-da/video/everyday-vs-every-day-difference
"
 ",https://www.merriam-webster.com/word-of-the-da/video/what-is-semantic-bleaching
What Is 'Semantic Bleaching'?,https://www.merriam-webster.com/word-of-the-da/video/what-is-semantic-bleaching
"How 'literally' can mean ""figuratively""",https://www.merriam-webster.com/word-of-the-da/video/what-is-semantic-bleaching
"
 ",https://www.merriam-webster.com/word-of-the-da/video/literally
Literally,https://www.merriam-webster.com/word-of-the-da/video/literally
How to use a word that (literally) drives some pe...,https://www.merriam-webster.com/word-of-the-da/video/literally
"
 ",https://www.merriam-webster.com/word-of-the-da/video/the-awkward-case-of-his-or-her
Is Singular 'They' a Better Choice?,https://www.merriam-webster.com/word-of-the-da/video/the-awkward-case-of-his-or-her
The awkward case of 'his or her',https://www.merriam-webster.com/word-of-the-da/video/the-awkward-case-of-his-or-her
,https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz
Name that Thing: Summery Foods,https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz
A seasonal quiz of hot weather eats,https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz
Take the quiz,https://www.merriam-webster.com/word-of-the-da/word-games/ntt-summer-foods-quiz
,https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz
August 2021 Words of the Day Quiz,https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz
How many do you remember?,https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz
Take the quiz,https://www.merriam-webster.com/word-of-the-da/word-games/august-2021-wod-quiz
,https://www.merriam-webster.com/word-of-the-da/word-games/vocabulary-quiz
How Strong Is Your Vocabulary?,https://www.merriam-webster.com/word-of-the-da/word-games/vocabulary-quiz
Test your vocabulary with our 10-question quiz!,https://www.merriam-webster.com/word-of-the-da/word-games/vocabulary-quiz
Take the quiz,https://www.merriam-webster.com/word-of-the-da/word-games/vocabulary-quiz
,https://www.merriam-webster.com/word-of-the-da/word-games/word-winder
Word Winder's CrossWinder,https://www.merriam-webster.com/word-of-the-da/word-games/word-winder
A game of winding words.,https://www.merriam-webster.com/word-of-the-da/word-games/word-winder
Play the game,https://www.merriam-webster.com/word-of-the-da/word-games/word-winder
Merriam Webster,https://www.merriam-webster.com/word-of-the-da/
Browse the Dictionary:,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/a
a,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/a
b,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/b
c,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/c
d,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/d
e,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/e
f,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/f
g,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/g
h,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/h
i,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/i
j,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/j
k,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/k
l,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/l
m,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/m
n,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/n
o,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/o
p,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/p
q,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/q
r,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/r
s,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/s
t,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/t
u,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/u
v,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/v
w,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/w
x,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/x
y,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/y
z,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/z
0-9,https://www.merriam-webster.com/word-of-the-da/browse/dictionary/0
Home ,https://www.merriam-webster.com/word-of-the-da/
Help ,https://www.merriam-webster.com/word-of-the-da/help
Apps ,https://www.merriam-webster.com/word-of-the-da/apps
About Us ,https://www.merriam-webster.com/word-of-the-da/about-us
Advertising Info ,https://www.merriam-webster.com/word-of-the-da/advertising
Contact Us ,https://www.merriam-webster.com/word-of-the-da/contact-us
Videos ,https://www.merriam-webster.com/word-of-the-da/video
Word of the Year ,https://www.merriam-webster.com/word-of-the-da/words-at-play/word-of-the-year
Puku ,https://www.merriam-webster.com/word-of-the-da/puku/about
Vocabulary Resources ,https://www.merriam-webster.com/word-of-the-da/vocabulary/see-all
Law Dictionary ,https://www.merriam-webster.com/word-of-the-da/legal
Medical Dictionary ,https://www.merriam-webster.com/word-of-the-da/medical
Privacy Policy ,https://www.merriam-webster.com/word-of-the-da/privacy-policy
Terms of Use ,https://www.merriam-webster.com/word-of-the-da/terms-of-use
Browse the Thesaurus ,https://www.merriam-webster.com/word-of-the-da/browse/thesaurus/a
Browse the Medical Dictionary,https://www.merriam-webster.com/word-of-the-da/browse/medical/a
Browse the Legal Dictionary,https://www.merriam-webster.com/word-of-the-da/browse/legal/a
FEATURES,https://www.merriam-webster.com/words-at-play
"

",https://www.merriam-webster.com/words-at-pla/
,https://www.merriam-webster.com/words-at-pla/settings
GAMES & QUIZZES,https://www.merriam-webster.com/words-at-pla/word-games
THESAURUS,https://www.merriam-webster.com/words-at-pla/thesaurus
WORD OF THE DAY,https://www.merriam-webster.com/words-at-pla/word-of-the-day
FEATURES,https://www.merriam-webster.com/words-at-pla/words-at-play
Buying Guide ,https://www.merriam-webster.com/words-at-pla/theusage
LOG IN,https://www.merriam-webster.com/words-at-pla/login
REGISTER,https://www.merriam-webster.com/words-at-pla/register
"



",https://www.merriam-webster.com/words-at-pla/settings
settings,https://www.merriam-webster.com/words-at-pla/settings
log out,https://www.merriam-webster.com/words-at-pla/logout
"
MY WORDSMY WORDS
",https://www.merriam-webster.com/words-at-pla/saved-words
"
view recents
",https://www.merriam-webster.com/words-at-pla/recents
"
Log in
",https://www.merriam-webster.com/words-at-pla/login
"
Sign Up
",https://www.merriam-webster.com/words-at-pla/register
,https://www.merriam-webster.com/words-at-pla/settings
Games & Quizzes,https://www.merriam-webster.com/words-at-pla/word-games
Thesaurus,https://www.merriam-webster.com/words-at-pla/thesaurus
Word of the Day,https://www.merriam-webster.com/words-at-pla/word-of-the-day
Features,https://www.merriam-webster.com/words-at-pla/words-at-play
Buying Guide ,https://www.merriam-webster.com/words-at-pla/theusage
"



My WordsMy Words
",https://www.merriam-webster.com/words-at-pla/saved-words
"



                  View Recents
              ",https://www.merriam-webster.com/words-at-pla/recents
"



              Account
              ",https://www.merriam-webster.com/words-at-pla/settings
"
Log Out
",https://www.merriam-webster.com/words-at-pla/logout
"
 ",https://www.merriam-webster.com/words-at-pla/words-at-play/the-words-of-the-week-09-03-21
The Words of the Week - 9/3/21,https://www.merriam-webster.com/words-at-pla/words-at-play/the-words-of-the-week-09-03-21
From the week ending 9/3/2021,https://www.merriam-webster.com/words-at-pla/words-at-play/the-words-of-the-week-09-03-21
Read,https://www.merriam-webster.com/words-at-pla/words-at-play/the-words-of-the-week-09-03-21
"
 ",https://www.merriam-webster.com/words-at-pla/words-at-play/top-10-words-for-unusual-colors
10 Words for Uncommon Colors,https://www.merriam-webster.com/words-at-pla/words-at-play/top-10-words-for-unusual-colors
"Color names taken from paintings, flowers, fleas & more",https://www.merriam-webster.com/words-at-pla/words-at-play/top-10-words-for-unusual-colors
Read,https://www.merriam-webster.com/words-at-pla/words-at-play/top-10-words-for-unusual-colors
