name,address,town,district,city,state,postal code,telephone,email,remarks
A V R Electricals And Sanitary,"D No 8/28/30, Opp Kapila Lodge, Kandukur Road",,PRAKASAM,KANIGIRI-AP,ANDHRA PRADESH,523230,9705619956,krishna.maram1221@gmail/.com,"D No 8/28/30, Opp Kapila Lodge, Kandukur Road,"
Sri Vasavi Electricals,"Gowthamipura Complex, Road No.2, Goothy.",,ANANTAPUR,GOOTY-AP,ANDHRA PRADESH,515401,9.19849E+11,gootybujji@gmail.com,"Gowthamipura Complex, Road No.2, Goothy.,"
Sri Shambhavi Agencies,"shop No.4, Raos Complex,Opp.Nawskar Hotel",Tanku Road,NELLORE,KAVALI-AP,ANDHRA PRADESH,524201,9.19701E+11,chegukirankumar@gmail.com,"shop No.4, Raos Complex,Opp.Nawskar Hotel,Tanku Road"
Sri Balaji Motors And Pipe Tra,"D.No.6-253-A,M.G.Road,","Beside Police Station,  Railway Kodur,",CUDDAPAH,KODUR-AP,ANDHRA PRADESH,516101,9.19866E+11,svraju13@gmail.com,"D.No.6-253-A,M.G.Road,,Beside Police Station,  Railway Kodur,"
Sri Shakthi Agencies,"Door Number -10-259a, Kacheri Street",Tekkali,SRIKAKULAM,KOTABOMMALI-AP,ANDHRA PRADESH,532201,9490589189,Srishakthiagenciestkl@gmail.com,"Door Number -10-259a, Kacheri Street,Tekkali"
Sri Vijayalakshmi Agencies,"Shop No 2,1St Floor ,Vsp Road,","Kothavalasa,",VIZIANAGARAM,KOTHAVALASA-AP,ANDHRA PRADESH,535183,9.19989E+11,vijayalakshmiagencies123@gmail.com,"Shop No 2,1St Floor ,Vsp Road,,Kothavalasa,"
Ravi Engineering & Building Ma,"6-13, Vizianagaram Road, Kothavalasa",Vizianagaram Dist,VIZIANAGARAM,KOTHAVALASA-AP,ANDHRA PRADESH,535183,9885373111,Raviengg.rajesh@gmail.com,"6-13, Vizianagaram Road, Kothavalasa,Vizianagaram Dist"
Sarneswara Agencies Koyyalagud,"11/141, Polavaram Road",Koyyalagudem,WEST GODAVARI,KOYYALAGUDEM-AP,ANDHRA PRADESH,534312,9.19491E+11,mali.bhawarlal@gmail.com,"11/141, Polavaram Road,Koyyalagudem"
ASKZ Innovations,"Plot No. 28, Door no. 40-9-87, 1st Flr,","Sai Nagar, Nr. Benz Circle, Vijayawada",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520010,9.19178E+11,khk561@gmail.com,"Plot No. 28, Door no. 40-9-87, 1st Flr,,Sai Nagar, Nr. Benz Circle, Vijayawada"
ASKZ Innovations,"Plot No. 28, Door no. 40-9-87, 1st Flr,","Sai Nagar, Nr. Benz Circle, Vijayawada",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520010,9.19178E+11,khk561@gmail.com,"Plot No. 28, Door no. 40-9-87, 1st Flr,,Sai Nagar, Nr. Benz Circle, Vijayawada"
Bharadwaja Marketing Agencies,"36-14-3/1, 1st Floor","A S Ramarao Road, Santhinagar",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520010,9.19848E+11,bmakln@yahoo.com,"36-14-3/1, 1st Floor,A S Ramarao Road, Santhinagar"
Bharadwaja Marketing Agencies,"36-14-3/1, 1st Floor","A S Ramarao Road, Santhinagar",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520010,9.19848E+11,bmakln@yahoo.com,"36-14-3/1, 1st Floor,A S Ramarao Road, Santhinagar"
Ever Light Electricals,"11/31/16/A, Park Road, One Town",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19849E+11,everlightsun@gmail.com,"11/31/16/A, Park Road, One Town,"
Ever Light Electricals,"11/31/16/A, Park Road, One Town",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19849E+11,everlightsun@gmail.com,"11/31/16/A, Park Road, One Town,"
Divya Sai Electricals,"11-27/1,Manikondavari Street",One Town,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.18019E+11,sateesh.kotthamasu@gmail.com,"11-27/1,Manikondavari Street,One Town"
H Studio,"D.No.52-1/10-1/1, Hareesh Towers, Central Excise Colony",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520007,9347684444,hemadrilestudio@gmail.com,"D.No.52-1/10-1/1, Hareesh Towers, Central Excise Colony,"
Madhukar Electrical Co.,"11-25-77, Sree Vijaya Durga Tower,",Samarangam Chowk,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19885E+11,madhukarvja@gmail.com,"11-25-77, Sree Vijaya Durga Tower,,Samarangam Chowk"
Madhukar Electrical Co.,"11-25-77, Sree Vijaya Durga Tower,",Samarangam Chowk,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19885E+11,madhukarvja@gmail.com,"11-25-77, Sree Vijaya Durga Tower,,Samarangam Chowk"
Mahesh New City Electricals,"11-12-22, Mekalavari Street","Kothapet, Vijayawada, Krishna",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19912E+11,mncelectricals@yahoo.com,"11-12-22, Mekalavari Street,Kothapet, Vijayawada, Krishna"
Smart Home Shopee,56-2-14/1 GJR CENTER PANTHAKALAVA,PATAMATA VIJAYAWADA,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520010,9100031448,smarthomeshoppee@gmail.com,"56-2-14/1 GJR CENTER PANTHAKALAVA,PATAMATA VIJAYAWADA"
Sri Jaya Shiva Electricals,"19-33A, Main Road, Ganesh Centre",Tiruvuru,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,521235,9.19885E+11,sjsvasu@gmail.com,"19-33A, Main Road, Ganesh Centre,Tiruvuru"
Sri Dhanalakshmi Enterprises,"D.No. 2-141, Mee Seva Road, Sai Nagar",Poranki,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,521137,9.19122E+11,sdlevij@gmail.com,"D.No. 2-141, Mee Seva Road, Sai Nagar,Poranki"
Sri Sai Ayyappa Electricals,"D.No.23-11-67,N.R.P. Road,S.N. Puram",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520011,9.19848E+11,9848248677m@gmail.com,"D.No.23-11-67,N.R.P. Road,S.N. Puram,"
Surya Sanitary Stores,"12-6-34,Chinna Sattar Street",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19247E+11,ssskvd@ymail.com,"12-6-34,Chinna Sattar Street,"
Surya Sanitary Stores,"12-6-34,Chinna Sattar Street",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19247E+11,ssskvd@ymail.com,"12-6-34,Chinna Sattar Street,"
Vani Electricals,"Opp. Modern Cafe, Park Road, Vij",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19849E+11,madhusudanarao1951@gmail.com,"Opp. Modern Cafe, Park Road, Vij,"
Vaasanth Power Solutions,"Ground Floor, D No.6-102/1, Umasankar Nagar Lane2",Kanuru,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520010,9.19248E+11,mail@vaasanthpower.com,"Ground Floor, D No.6-102/1, Umasankar Nagar Lane2,Kanuru"
Vijayawada Cable Corporation,"D.No.11-5-15, Rangannavari Street",Kothapet,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.19394E+11,jain.vcc@gmail.com,"D.No.11-5-15, Rangannavari Street,Kothapet"
V L Enteprises,"Ground Floor, Modern Cafe Lodge,","11-31, 37/11, Park Road",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.1944E+11,vlenterprisesap@gmail.com,"Ground Floor, Modern Cafe Lodge,,11-31, 37/11, Park Road"
V L Enteprises,"Ground Floor, Modern Cafe Lodge,","11-31, 37/11, Park Road",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9.1944E+11,vlenterprisesap@gmail.com,"Ground Floor, Modern Cafe Lodge,,11-31, 37/11, Park Road"
Sekhar & Rao,12/10/1966,"Convent Street One Town, Vijayawada",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9642323232,Sekharandrao@gmail.com,"12-10-66,Convent Street One Town, Vijayawada"
Sunlight Electricals,"11-25-367, Main Road, Vijayawada",,KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9966809800,Sunlight.bza@gmail.com,"11-25-367, Main Road, Vijayawada,"
My Electricals,Ground Floor 11-34-8,"Kutumba Rao Street One Town, Vijayawada",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9966716789,Myelectricalsbza@gmai.com,"Ground Floor 11-34-8,Kutumba Rao Street One Town, Vijayawada"
Sri Sri Seetharama  Fan House,"D No 11-25-341, Samarangam Chowk,","One Town, Vijayawada.",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9642325969,Sssfanhouse@gmail.com,"D No 11-25-341, Samarangam Chowk,,One Town, Vijayawada."
Sri Venkateswara Traders,"4th  Floor, 11-25-85 Sri Lalitha Complex","Main Bazar, Samarangam Chowk, Vijayawada",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9441739829,Svtraders2307@gmail.com,"4th  Floor, 11-25-85 Sri Lalitha Complex,Main Bazar, Samarangam Chowk, Vijayawada"
Sumeet E Enterprises,11-31-28a,"Park Road, Vijayawada",KRISHNA,KRISHNA-AP,ANDHRA PRADESH,520001,9849518125,Iklik.vza@gmail.com,"11-31-28a,Park Road, Vijayawada"
D B Electronics and Appliance,"40-9-A-2, Park Road,",,KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518001,9.19368E+11,dbkurnool@gmail.com,"40-9-A-2, Park Road,,"
Durga Agencies,"40-393/16,Park Road",Municipal Building,KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518001,9.1944E+11,arjun.sivapuram@gmail.com,"40-393/16,Park Road,Municipal Building"
Savitri Engineering Corporatio,"D.No.40-319-3B, Opp: Raj Theatre,","Station Road,",KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518001,9.19441E+11,savitrienggcorpn.knl@gmail.com,"D.No.40-319-3B, Opp: Raj Theatre,,Station Road,"
Savitri Engineering Corporatio,"D.No.40-319-3B, Opp: Raj Theatre,","Station Road,",KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518001,9.19441E+11,savitrienggcorpn.knl@gmail.com,"D.No.40-319-3B, Opp: Raj Theatre,,Station Road,"
Satish Traders,"D No.21/408,Near Roads And Building","Guest House, Adoni Mandal",KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518301,9.19913E+11,satishtraders.adoni@gmail.com,"D No.21/408,Near Roads And Building,Guest House, Adoni Mandal"
Sai Krishna Trading Company,"2/126, Alur Road, Adoni",,KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518001,9.19441E+11,saikrishna.krnl@gmail.com,"2/126, Alur Road, Adoni,"
Sri Beeram Electricals,"Shop No 87/733, Madhava Nagar",Revenue Ward 87 Kurnool,KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518002,9492945134,Sridharreddy101@gmail.com,"Shop No 87/733, Madhava Nagar,Revenue Ward 87 Kurnool"
Blue Star Agencies,"38/49, Minchin Bazar",,KURNOOL,KURNOOL-AP,ANDHRA PRADESH,518001,9441068056,bluestaragencies1975@gmail.com,"38/49, Minchin Bazar,"
Sri Srinivasa Agencies,11-3-20 Rama Talkies Line,"Thurup Bavi Line, Macherla",GUNTUR,MACHERLA-AP,ANDHRA PRADESH,522426,9.19886E+11,srisrinivasaagencies@gmail.com,"11-3-20 Rama Talkies Line,Thurup Bavi Line, Macherla"
Ravi Electricals And Engineeri,"New Building,N H-5 Road.J R Puram",,SRIKAKULAM,LAVERU-AP,ANDHRA PRADESH,532407,9.1944E+11,rajubvegesna@gmail.com,"New Building,N H-5 Road.J R Puram,"
Gupta Kumar Electricals,"25-238, Near Jagannadha Swamy Temple,","agannadha Puram,",KRISHNA,MACHILIPATNAM-AP,ANDHRA PRADESH,521001,9.19848E+11,gkemtm@gmail.com,"25-238, Near Jagannadha Swamy Temple,,agannadha Puram,"
Gupta Kumar Electricals,"25-238, Near Jagannadha Swamy Temple,","agannadha Puram,",KRISHNA,MACHILIPATNAM-AP,ANDHRA PRADESH,521001,9.19848E+11,gkemtm@gmail.com,"25-238, Near Jagannadha Swamy Temple,,agannadha Puram,"
Sri Venkataramana Enterprises,"2/406-3, Vinnakota Vari Street","Revenue Ward No -2, Machiliptanam,",KRISHNA,MACHILIPATNAM-AP,ANDHRA PRADESH,521001,9553858550,Kphani550@gmail.com,"2/406-3, Vinnakota Vari Street,Revenue Ward No -2, Machiliptanam,"
Sri Latha Electrical And Gener,"D No.2/492, Main Road",Malikipuram Mandal,EAST GODAVARI,MALIKIPURAM-AP,ANDHRA PRADESH,533253,9.19951E+11,venkateswarludivvi@gmail.com,"D No.2/492, Main Road,Malikipuram Mandal"
Andhra Hardwares And Electrica,"14/549, Opp.Andhra Bank,Palace Road",Kuppam,CHITTOOR,MADANAPALLE-AP,ANDHRA PRADESH,517425,9.19001E+11,madhukuppam88@gmail.com,"14/549, Opp.Andhra Bank,Palace Road,Kuppam"
Kaamakshi Agency,"27/37/1, Rajareddy Street, Near Maremma Temple",Punganur,CHITTOOR,MADANAPALLE-AP,ANDHRA PRADESH,517247,9959950593,kaamakshiagency@gmail.com,"27/37/1, Rajareddy Street, Near Maremma Temple,Punganur"
Madhu Agencies,"9/108, Raghavendra Swamy Temple",,PRAKASAM,MARKAPUR-AP,ANDHRA PRADESH,523316,9.19053E+11,madhuchakka78@gmail.com,"9/108, Raghavendra Swamy Temple,"
Madhu Agencies,"9/108, Raghavendra Swamy Temple",,PRAKASAM,MARKAPUR-AP,ANDHRA PRADESH,523316,9.19053E+11,madhuchakka78@gmail.com,"9/108, Raghavendra Swamy Temple,"
Sri Sun Light Agencies,"5-176, Gandhi Nagar Road",Rajam,VIZIANAGARAM,MERAKAMUDIDAM-AP,ANDHRA PRADESH,532127,9.1944E+11,srisunlightagencies290@gmail.com,"5-176, Gandhi Nagar Road,Rajam"
Sri Sun Light Enterprises,"Shop No 1,Palakonda Road",Rajam,VIZIANAGARAM,MERAKAMUDIDAM-AP,ANDHRA PRADESH,532127,9.19031E+11,Leelaramvagada@gmail.com,"Shop No 1,Palakonda Road,Rajam"
Sri Sun Light Enterprises,"Shop No 1,Palakonda Road",Rajam,VIZIANAGARAM,MERAKAMUDIDAM-AP,ANDHRA PRADESH,532127,9.19031E+11,Leelaramvagada@gmail.com,"Shop No 1,Palakonda Road,Rajam"
Santhosh Enterprises,"8-237/A, Prakasam Road,Opp. SBI",Nagari,CHITTOOR,NAGARI-AP,ANDHRA PRADESH,517590,9.19E+11,dineshece415@gmail.com,"8-237/A, Prakasam Road,Opp. SBI,Nagari"
Devi Electronics,"Door No. 2-471, Near Balaji Kalyanamandapam,","Balaji Complex, Nandyal",KURNOOL,NANDYAL-AP,ANDHRA PRADESH,518501,9.1944E+11,devielectronics52@yahoo.com,"Door No. 2-471, Near Balaji Kalyanamandapam,,Balaji Complex, Nandyal"
Devi Electronics,"Door No. 2-471, Near Balaji Kalyanamandapam,","Balaji Complex, Nandyal",KURNOOL,NANDYAL-AP,ANDHRA PRADESH,518501,9.1944E+11,devielectronics52@yahoo.com,"Door No. 2-471, Near Balaji Kalyanamandapam,,Balaji Complex, Nandyal"
Anand Computers,"D No 4/17b, Srinivasa Nagar, Nandyal,","Kurnool, Andhra Pradesh",KURNOOL,NANDYAL-AP,ANDHRA PRADESH,518501,9866760627,Anandcomputers98@gmail.com,"D No 4/17b, Srinivasa Nagar, Nandyal,,Kurnool, Andhra Pradesh"
Sree Manikanta Traders,"7 381 1B,Manikanata Complex","Near RTC Complex,Narasannapeta",SRIKAKULAM,NARASANNAPETA-AP,ANDHRA PRADESH,532421,9441117328,sreemanikantastores@gmail.com,"7 381 1B,Manikanata Complex,Near RTC Complex,Narasannapeta"
Vijaya Laxmi Enterprises,"1, 2nd Floor , 8-125, Main Road , New Bus Stand,",Narasannapeta,SRIKAKULAM,NARASANNAPETA-AP,ANDHRA PRADESH,532421,7277222555,Ac4065@gmail.com,"1, 2nd Floor , 8-125, Main Road , New Bus Stand,,Narasannapeta"
Bhargavaram Engineeing Co.,"7/352,Main Road,Opp.Rajeswari Theatre",Narasannapeta,SRIKAKULAM,NARASANNAPETA-AP,ANDHRA PRADESH,532421,9.19495E+11,rambabuganteti111@gmail.com,"7/352,Main Road,Opp.Rajeswari Theatre,Narasannapeta"
Sri Venkata Durga Electricals,"526/1, Main Road,Old NH-5 Road",Haripuram,SRIKAKULAM,MANDASA MANDAL-AP,ANDHRA PRADESH,532243,9.19442E+11,purushothamj2000@gmail.com,"526/1, Main Road,Old NH-5 Road,Haripuram"
Durga Traders,"D.No. 6-2-13/1, Kotipallivari Street,",,WEST GODAVARI,NARASAPUR -AP,ANDHRA PRADESH,534275,9.19848E+11,durgatraders.nsp@gmail.com,"D.No. 6-2-13/1, Kotipallivari Street,,"
Gopalakrishna Electrical And S,"7-6-16/a,swarajyam Vari Street,","Narsapuram,west Godavari",WEST GODAVARI,NARASAPUR -AP,ANDHRA PRADESH,534275,8099771646,Devasinagaram46@gmail.com,"7-6-16/a,swarajyam Vari Street,,Narsapuram,west Godavari"
Durga Traders,"D.No. 6-2-13/1, Kotipallivari Street,",,WEST GODAVARI,NARASAPUR -AP,ANDHRA PRADESH,534275,9.19848E+11,durgatraders.nsp@gmail.com,"D.No. 6-2-13/1, Kotipallivari Street,,"
Lakshmi Venkateswara Traders,"HSC-7851,East Street, Venkatagiri",Sri Potti Sriramulu,NELLORE,NELLORE-AP,ANDHRA PRADESH,524132,9.19603E+11,karthik.petluru@gmail.com,"HSC-7851,East Street, Venkatagiri,Sri Potti Sriram"
Lakshmi Sunandha Enterprises,"Sai Nagar, Navalakula Gardens,4 Th Mile,nellore",,NELLORE,NELLORE-AP,ANDHRA PRADESH,524002,9133497142,LSE.HAVELLS@GMAIL.COM,"Sai Nagar, Navalakula Gardens,4 Th Mile,nellore,"
Shree Mahadev Light House,"18/206,Ist Floor,Sikharamvari Street,Nr.Post Office",,NELLORE,NELLORE-AP,ANDHRA PRADESH,524002,9.19966E+11,shreemahadevlighthouse1987@gmail.com,"18/206,Ist Floor,Sikharamvari Street,Nr.Post Office,"
Shree Mahadev Light House,"18/206,Ist Floor,Sikharamvari Street,Nr.Post Office",,NELLORE,NELLORE-AP,ANDHRA PRADESH,524002,9.19966E+11,shreemahadevlighthouse1987@gmail.com,"18/206,Ist Floor,Sikharamvari Street,Nr.Post Office,"
Teja Enterprises,"27-01-1674, Back Side Swamidoss School,","Balaji Nagar,",NELLORE,NELLORE-AP,ANDHRA PRADESH,524002,8340987777,Tejahavells60@gmail.com,"27-01-1674, Back Side Swamidoss School,,Balaji Nagar,"
Om Sri Balaji Electricals And,"Sanitaryware, 20-1-79, Ganta Palem",Near Parvathamma Temple,PRAKASAM,ONGOLE-AP,ANDHRA PRADESH,523001,9.1802E+11,omsribalajiongole@gmail.com,"Sanitaryware, 20-1-79, Ganta Palem,Near Parvathamma Temple"
Pramoda Communications,"Shop No.5, 4th Floor,Guptas Squre,60ft Road",,PRAKASAM,ONGOLE-AP,ANDHRA PRADESH,523001,9.18887E+11,vmspramoda@gmail.com,"Shop No.5, 4th Floor,Guptas Squre,60ft Road,"
Sri Ramanjaneya Electricals,"147/5, Near Old Police Station,main Road",Chimakurthy,PRAKASAM,ONGOLE-AP,ANDHRA PRADESH,523226,7729844555,Ramanjuneyulu.09@gmail.com,"147/5, Near Old Police Station,main Road,Chimakurthy"
Universal Traders,"Sy. No.91/2,Kurnool Road, Budawada",Chimakurthy M,PRAKASAM,ONGOLE-AP,ANDHRA PRADESH,523226,9.19849E+11,universaltraders5577@gmail.com,"Sy. No.91/2,Kurnool Road, Budawada,Chimakurthy M"
Universal Traders,"Sy. No.91/2,Kurnool Road, Budawada",Chimakurthy M,PRAKASAM,ONGOLE-AP,ANDHRA PRADESH,523226,9.19849E+11,universaltraders5577@gmail.com,"Sy. No.91/2,Kurnool Road, Budawada,Chimakurthy M"
Skm Agencies,9/387/1a,"Mannuru, Rajampeta",CUDDAPAH,ONTIMITTA-AP,ANDHRA PRADESH,516126,9770033786,Syedmansoorts786@gmail.com,"9/387/1a,Mannuru, Rajampeta"
Sri Vinayaka Electricals,"Ground Floor, 1-94,Opposite RTC Complex",Narsipatnam,VISAKHAPATNAM,NARSIPATNAM-AP,ANDHRA PRADESH,531116,9.1985E+11,vinay9909@gmail.com,"Ground Floor, 1-94,Opposite RTC Complex,Narsipatnam"
Star Enterprises,"8-41, Chakali Street,pakala Post And Mandal",Chittoor,CHITTOOR,PAKALA-AP,ANDHRA PRADESH,517112,9182909048,Mohammad.shaik1912@gmail.com,"8-41, Chakali Street,pakala Post And Mandal,Chittoor"
Karthikeya Electrical Stores,"43-4-31, Near Yenugula Meda,",Palakol,WEST GODAVARI,PALAKOL-AP,ANDHRA PRADESH,534260,9618150555,Shankarraoesarla555@gmail.com,"43-4-31, Near Yenugula Meda,,Palakol"
Bhawani Enterprises,"8-3-117/2,Main Road,Nr.RTC Complex",Srikakulam District,SRIKAKULAM,PALAKONDA-AP,ANDHRA PRADESH,532440,9.19441E+11,rrkheda@gmail.com,"8-3-117/2,Main Road,Nr.RTC Complex,Srikakulam District"
Sri Santhosh Durga Elecl.And E,D.No:4-278 Opp: Rcm School Post Off,Palakonda (Srikakulam Dist),SRIKAKULAM,PALAKONDA-AP,ANDHRA PRADESH,532440,9.1944E+11,Ravikalyani.kandula@gmail.com,"D.No:4-278 Opp: Rcm School Post Off,Palakonda (Srikakulam Dist)"
Om Siva Sakthi Traders,"1/6/993/A, KT Road, Petrol Bunk Side,",Palasa,SRIKAKULAM,PALASA KASIBUGGA-AP,ANDHRA PRADESH,532221,9.1949E+11,tejapotnuru22@gmail.com,"1/6/993/A, KT Road, Petrol Bunk Side,,Palasa"
Sri Lalitha Traders,"Shop No 050, Municipal Shopping Complex","Kaluvapuvvu Center, Mandapeta",EAST GODAVARI,KAPILESWARAPURAM-AP,ANDHRA PRADESH,533308,9652307636,Srilalithatraders2020@gmail.com,"Shop No 050, Municipal Shopping Complex,Kaluvapuvvu Center, Mandapeta"
Raviteja Sanitary & Electrical,31/4/13 Old Bye Pass Road,Saidulapeta Mandapeta,EAST GODAVARI,KAPILESWARAPURAM-AP,ANDHRA PRADESH,533308,9618880444,Ravimandapeta444@gmail.com,"31/4/13 Old Bye Pass Road,Saidulapeta Mandapeta"
Sri Bhavani Steel Corporation,"10-142/143, Karampudi Road","High Wayroad, Dachepalli",GUNTUR,DACHEPALLE-AP,ANDHRA PRADESH,522414,9.19491E+11,sribhavanisteels52@gmail.com,"10-142/143, Karampudi Road,High Wayroad, Dachepalli"
Maruthi Enterprises,"D No. 8-161-f, Sathya Sai Nagar",Dharmavaram,ANANTAPUR,DHARMAVARAM-AP,ANDHRA PRADESH,515671,9618002327,Rajasekharnaidu.pr@gmail.com,"D No. 8-161-f, Sathya Sai Nagar,Dharmavaram"
New Shasha Electricals,"Room No.7, Sudharsan Complex, R S Road",Dharmavaram,ANANTAPUR,DHARMAVARAM-AP,ANDHRA PRADESH,515671,9.1903E+11,newshasha80@gmail.com,"Room No.7, Sudharsan Complex, R S Road,Dharmavaram"
Sri Kanipakavinayaka Traders,"7/502-1, Geetha Nagar",,ANANTAPUR,DHARMAVARAM-AP,ANDHRA PRADESH,515671,9.19677E+11,kvtradersdmm@gmail.com,"7/502-1, Geetha Nagar,"
Jaya Lakshmi Electricals,"8/70 8/70A UP Stair,MainRd,Pathapat",,SRIKAKULAM,PATHAPATNAM-AP,ANDHRA PRADESH,532213,9.19985E+11,msureshkumar111@gmail.com,"8/70 8/70A UP Stair,MainRd,Pathapat,"
New Raviteja Enterprises,"R-32, Municipal Complex","R.T.C.Bus Stand, C.B.Road",ANANTAPUR,PEDDAPAPPUR-AP,ANDHRA PRADESH,515411,9.18342E+11,ravitejaenterprises@gmail.com,"R-32, Municipal Complex,R.T.C.Bus Stand, C.B.Road"
New Raviteja Enterprises,"R-32, Municipal Complex","R.T.C.Bus Stand, C.B.Road",ANANTAPUR,PEDDAPAPPUR-AP,ANDHRA PRADESH,515411,9.18342E+11,ravitejaenterprises@gmail.com,"R-32, Municipal Complex,R.T.C.Bus Stand, C.B.Road"
Harsha Enterprises,"11/66, Pala Store Veedhi, Tadipatri",Anantapur,ANANTAPUR,PEDDAPAPPUR-AP,ANDHRA PRADESH,515411,7989955098,Nama.sreeharsha@gmail.com,"11/66, Pala Store Veedhi, Tadipatri,Anantapur"
Ravi Teja Enterprises,"Survey No 803, Opp Police Station, Ganneva",Tadipatri,ANANTAPUR,PEDDAPAPPUR-AP,ANDHRA PRADESH,515411,8341775999,Ravitejaenterprises@gmail.com,"Survey No 803, Opp Police Station, Ganneva,Tadipatri"
Sri Matangi Traders,"6-3/17,Saravari St. Bazer",Peddapuram,EAST GODAVARI,PEDDAPURAM-AP,ANDHRA PRADESH,533437,9.19867E+11,scfpdp@gmail.com,"6-3/17,Saravari St. Bazer,Peddapuram"
Durga Enterprises,"16-3-229/4, Main Road, Opp Petrol Bunk","Gujarathi Peta, Srikakulam",SRIKAKULAM,ETCHERLA-AP,ANDHRA PRADESH,532005,9177753181,Boddepalliviswanadham@gmail.com,"16-3-229/4, Main Road, Opp Petrol Bunk,Gujarathi Peta, Srikakulam"
Vamsi Enterprises Ponduru,"4512, Market","Market Road, Ponduru",SRIKAKULAM,PONDURU-AP,ANDHRA PRADESH,532168,9441288162,Pennamvamsikrishna@gmail.com,"4512, Market,Market Road, Ponduru"
Balaji Traders,"12-132, Janapadu Road","Revenue Ward 12,  Piduguralla, Guntur",GUNTUR,PIDUGURALLA-AP,ANDHRA PRADESH,522413,9866699499,Harish.u9499@gmail.com,"12-132, Janapadu Road,Revenue Ward 12,  Piduguralla, Guntur"
Sai Baba Agencies,11/69 Main Road,Porumamilla Kadapa,CUDDAPAH,PORUMAMILLA-AP,ANDHRA PRADESH,516193,9440978942,Saibabaagencies01@gmail.com,"11/69 Main Road,Porumamilla Kadapa"
Kaluva Enterprises,"New Belding ,Main Road","Srinivasa Complex, Porumamilla",CUDDAPAH,PORUMAMILLA-AP,ANDHRA PRADESH,516193,9490714725,Kaluvaenterprises@gmail.com,"New Belding ,Main Road,Srinivasa Complex, Porumamilla"
Sri Satyanarayana Stores,"D.No.13/16,Kondepi Road",Tangutur,PRAKASAM,PRAKASAM-AP,ANDHRA PRADESH,523274,9.19246E+11,harikoppuri@gmail.com,"D.No.13/16,Kondepi Road,Tangutur"
Sri Rohini Agencies,"D.No.16-5-30, Mosque Street,SPP Road",Ponnur,GUNTUR,PONNUR-AP,ANDHRA PRADESH,522124,9.19442E+11,srimaharajaele.pnr@gmail.com,"D.No.16-5-30, Mosque Street,SPP Road,Ponnur"
Sri Muralikrishna Electricals,"4-9-76, Main Road, Near Andhra Bank",Pulivendala,CUDDAPAH,PULIVENDLA-AP,ANDHRA PRADESH,516390,9.1944E+11,muralikrishnadara74@gmail.com,"4-9-76, Main Road, Near Andhra Bank,Pulivendala"
Sri Balaji Agencies,"3-5-103, Near Andhra Bank, Kadapa Road",Pulivendula,CUDDAPAH,PULIVENDLA-AP,ANDHRA PRADESH,516390,9440552355,Aravetivinod@gmail.com,"3-5-103, Near Andhra Bank, Kadapa Road,Pulivendula"
Sri Sai Prashanthi Enterprises,"S.No.3, Yenumulapalli",Prashanthi Nilayam,ANANTAPUR,PUTTAPARTHI-AP,ANDHRA PRADESH,515134,9.1944E+11,saiprasanthienterprises@gmail.com,"S.No.3, Yenumulapalli,Prashanthi Nilayam"
